Date,Open_Interest_All,NonComm_Positions_Long_All,NonComm_Positions_Short_All,NonComm_Postions_Spread_All,Comm_Positions_Long_All,Comm_Positions_Short_All,Tot_Rept_Positions_Long_All,Tot_Rept_Positions_Short_All,NonRept_Positions_Long_All,NonRept_Positions_Short_All,Pct_of_OI_NonComm_Long_All,Pct_of_OI_NonComm_Short_All,Pct_of_OI_NonComm_Spread_All,Pct_of_OI_Comm_Long_All,Pct_of_OI_Comm_Short_All,Pct_of_OI_Tot_Rept_Long_All,Pct_of_OI_Tot_Rept_Short_All,Pct_of_OI_NonRept_Long_All,Pct_of_OI_NonRept_Short_All,Conc_Gross_LE_4_TDR_Long_All,Conc_Gross_LE_4_TDR_Short_All,Conc_Gross_LE_8_TDR_Long_All,Conc_Gross_LE_8_TDR_Short_All,Conc_Net_LE_4_TDR_Long_All,Conc_Net_LE_4_TDR_Short_All,Conc_Net_LE_8_TDR_Long_All,Conc_Net_LE_8_TDR_Short_All
4/30/2013,213390,43267,61230,57610,103370,85549,204247,204389,9143,9001,20.3,28.7,27,48.4,40.1,95.7,95.8,4.3,4.2,11.6,12.4,21.5,22.8,9.6,8.6,17.9,15.5
4/23/2013,203748,41521,56289,53064,100726,86572,195311,195925,8437,7823,20.4,27.6,26,49.4,42.5,95.9,96.2,4.1,3.8,11.6,13.2,21.6,23.9,9.8,9.8,18.3,17.2
4/16/2013,207245,42687,65470,51078,104857,81877,198622,198425,8623,8820,20.6,31.6,24.6,50.6,39.5,95.8,95.7,4.2,4.3,11.7,14,22.2,24.6,9.7,9.9,18,17.1
4/9/2013,227676,43228,64302,68678,106873,86091,218780,219071,8896,8605,19,28.2,30.2,46.9,37.8,96.1,96.2,3.9,3.8,11.9,13.1,21.8,23,8.5,9.1,16.1,15.7
4/2/2013,228724,44749,68122,66905,108365,83730,220020,218757,8704,9967,19.6,29.8,29.3,47.4,36.6,96.2,95.6,3.8,4.4,11.3,12.9,20.4,22.6,8.4,9.6,15.9,16.3
3/26/2013,227610,44803,71164,65342,107267,82012,217411,218518,10199,9092,19.7,31.3,28.7,47.1,36,95.5,96,4.5,4,11.3,12.6,20.2,22.4,8.4,9.8,16,16.7
3/19/2013,226045,45366,71980,62331,106360,80867,214057,215179,11988,10866,20.1,31.8,27.6,47.1,35.8,94.7,95.2,5.3,4.8,11,12.2,20.1,21.9,8.5,9.8,16,16.7
3/12/2013,212136,43278,64555,57493,100516,81061,201286,203108,10849,9027,20.4,30.4,27.1,47.4,38.2,94.9,95.7,5.1,4.3,11.2,14.6,20.3,25.1,9.1,11.8,17,19.4
3/5/2013,214862,45238,66546,58420,99713,80388,203371,205353,11491,9508,21.1,31,27.2,46.4,37.4,94.7,95.6,5.3,4.4,11,14.1,19.8,24.4,9,11.4,16.9,18.9
2/26/2013,208349,44478,65128,55235,98016,78604,197729,198966,10620,9383,21.3,31.3,26.5,47,37.7,94.9,95.5,5.1,4.5,11.3,14.3,20.5,24.5,9.4,11.3,17.7,18.8
2/19/2013,203804,40234,66491,53178,99158,74739,192570,194408,11234,9396,19.7,32.6,26.1,48.7,36.7,94.5,95.4,5.5,4.6,11.3,13,21.3,23.1,9.7,11.1,18.3,18.7
2/12/2013,199449,38051,61419,50069,99975,78477,188094,189965,11355,9484,19.1,30.8,25.1,50.1,39.3,94.3,95.2,5.7,4.8,12,12.9,22.1,23.6,10,10,18.9,17.4
2/5/2013,225635,37511,52568,75084,101874,88618,214469,216270,11166,9365,16.6,23.3,33.3,45.1,39.3,95.1,95.8,4.9,4.2,12.2,13.2,22.6,23.4,8.8,8.6,16.7,15.2
1/29/2013,215736,37988,46393,70771,96124,88811,204884,205975,10853,9761,17.6,21.5,32.8,44.6,41.2,95,95.5,5,4.5,12.4,13.4,23,23.8,9.3,8.7,17.5,16
1/22/2013,214291,39819,48031,68589,94505,87149,202914,203769,11377,10521,18.6,22.4,32,44.1,40.7,94.7,95.1,5.3,4.9,12.3,12.7,22.8,23,9.4,8.7,17.7,15.7
1/15/2013,210084,40551,49630,67275,91462,83972,199288,200877,10796,9207,19.3,23.6,32,43.5,40,94.9,95.6,5.1,4.4,12.2,13.1,22.6,23.3,9.5,8.6,17.6,16
1/8/2013,213452,38504,57489,71619,92539,75511,202662,204618,10790,8833,18,26.9,33.6,43.4,35.4,94.9,95.9,5.1,4.1,12.1,12.4,21.3,22.8,8,8.9,15.1,15.5
12/31/2012,206930,36550,56764,70443,89058,69932,196050,197139,10879,9791,17.7,27.4,34,43,33.8,94.7,95.3,5.3,4.7,12.4,12.5,21.7,23.2,8.3,9.6,15.2,16.6
12/24/2012,200942,36023,57589,67481,87516,69143,191020,194212,9922,6730,17.9,28.7,33.6,43.6,34.4,95.1,96.7,4.9,3.3,12.2,12.6,21.7,23.2,8.5,9.8,15.5,16.8
12/18/2012,203862,36217,57324,67757,87378,68391,191352,193472,12509,10389,17.8,28.1,33.2,42.9,33.5,93.9,94.9,6.1,5.1,12.2,12.4,21.7,22.8,8.5,9.7,15.4,16.6
12/11/2012,199707,36606,55305,66888,86574,68067,190068,190260,9639,9447,18.3,27.7,33.5,43.4,34.1,95.2,95.3,4.8,4.7,11.6,12.9,21.1,23.1,8.4,9.9,15.5,16.4
12/4/2012,197150,35407,56452,64949,85546,65426,185903,186828,11247,10321,18,28.6,32.9,43.4,33.2,94.3,94.8,5.7,5.2,11.7,14.2,21.3,25,8.7,11.8,15.8,17.8
11/27/2012,190610,33761,55671,60182,87138,65521,181082,181374,9528,9235,17.7,29.2,31.6,45.7,34.4,95,95.2,5,4.8,12.1,14.4,21.7,24.9,9.4,11.6,16.6,17.8
11/20/2012,186618,33288,56368,57082,87391,64256,177761,177705,8857,8913,17.8,30.2,30.6,46.8,34.4,95.3,95.2,4.7,4.8,12.5,14.6,22.2,25.2,9.5,11.4,16.9,17.6
11/13/2012,190339,30601,54731,59507,88766,65401,178874,179639,11464,10699,16.1,28.8,31.3,46.6,34.4,94,94.4,6,5.6,12.2,12.3,21.6,21.7,9.4,8.8,16.6,14.6
11/6/2012,223141,27403,49321,84052,99526,78938,210981,212311,12160,10830,12.3,22.1,37.7,44.6,35.4,94.6,95.1,5.4,4.9,11.8,12.6,20.9,22.1,7.6,7.3,13.7,12
10/30/2012,216656,27875,43975,82749,94345,79654,204969,206379,11687,10277,12.9,20.3,38.2,43.5,36.8,94.6,95.3,5.4,4.7,11.6,12.4,20.2,21.5,7.6,7.4,14.1,12.3
10/23/2012,214830,28962,42790,80391,94366,81798,203718,204978,11111,9851,13.5,19.9,37.4,43.9,38.1,94.8,95.4,5.2,4.6,11.7,13,20.7,22.1,7.7,7.4,14,12.4
10/16/2012,211782,29075,40028,76973,94888,85677,200936,202678,10846,9104,13.7,18.9,36.3,44.8,40.5,94.9,95.7,5.1,4.3,12.1,13.5,20.8,22.6,7.6,7.2,13.9,12.4
10/9/2012,204542,27416,31221,72682,95211,92618,195309,196521,9234,8022,13.4,15.3,35.5,46.5,45.3,95.5,96.1,4.5,3.9,12.8,14.3,21.5,24.4,7.6,7.3,14,12.1
10/2/2012,208816,29792,30820,73928,98498,97752,202217,202500,6599,6316,14.3,14.8,35.4,47.2,46.8,96.8,97,3.2,3,14,16.2,23,25.8,7.7,7.9,14,12.8
9/25/2012,200355,28021,35760,67929,95255,87905,191204,191594,9151,8761,14,17.8,33.9,47.5,43.9,95.4,95.6,4.6,4.4,14,15.7,23,25.4,7.9,8.3,15.1,13.2
9/18/2012,198950,30085,37658,64918,95497,87929,190500,190504,8450,8445,15.1,18.9,32.6,48,44.2,95.8,95.8,4.2,4.2,14.4,15.2,23.5,24.4,8.2,8.3,15.3,13.8
9/11/2012,208800,30612,47538,68686,100667,83865,199966,200089,8834,8710,14.7,22.8,32.9,48.2,40.2,95.8,95.8,4.2,4.2,14.3,14.8,23.4,24.4,7.8,8.7,14.6,14.5
9/4/2012,197070,30017,48431,60941,97276,78808,188234,188180,8836,8890,15.2,24.6,30.9,49.4,40,95.5,95.5,4.5,4.5,14.4,14.2,23.4,23.5,8.2,8.6,15.1,14.6
8/28/2012,194236,29872,45791,59688,96710,80333,186270,185811,7966,8424,15.4,23.6,30.7,49.8,41.4,95.9,95.7,4.1,4.3,14.8,14.8,24.1,23.5,8.7,8,15.7,13.9
8/21/2012,191063,29164,42943,58010,95814,81301,182988,182253,8075,8809,15.3,22.5,30.4,50.1,42.6,95.8,95.4,4.2,4.6,15.1,15.5,24.2,24.3,8.7,7.2,15.7,13.1
8/14/2012,190188,28466,35241,59087,95406,86814,182959,181142,7229,9046,15,18.5,31.1,50.2,45.6,96.2,95.2,3.8,4.8,14.5,15.5,23.8,24.7,8.6,7.3,15.5,12.7
8/7/2012,219674,28292,28438,84540,99424,98117,212256,211095,7418,8579,12.9,12.9,38.5,45.3,44.7,96.6,96.1,3.4,3.9,15.5,16.6,25.5,25.9,7.3,6.8,13.5,11.5
7/31/2012,219319,27072,26230,83450,101073,100689,211595,210368,7725,8951,12.3,12,38,46.1,45.9,96.5,95.9,3.5,4.1,15.8,17,25.3,26.6,7.5,7,13.6,11.7
7/24/2012,218190,27143,26023,82737,100121,100390,210001,209150,8188,9039,12.4,11.9,37.9,45.9,46,96.2,95.9,3.8,4.1,15.5,16.6,24.9,26.4,7.6,7.1,13.8,11.9
7/17/2012,224364,28410,26950,85691,102487,102820,216588,215461,7776,8902,12.7,12,38.2,45.7,45.8,96.5,96,3.5,4,15.3,16.8,25.4,26.7,7.6,7.2,13.6,11.8
7/10/2012,226753,27623,29103,88910,106418,103416,222950,221429,3803,5324,12.2,12.8,39.2,46.9,45.6,98.3,97.7,1.7,2.3,15.6,17.2,25.7,26.7,7.5,7,13.5,11.8
7/3/2012,221165,28030,34257,82675,104547,97018,215251,213950,5914,7215,12.7,15.5,37.4,47.3,43.9,97.3,96.7,2.7,3.3,14.9,16.5,24.8,26,7.7,6.7,14.1,11.9
6/26/2012,213750,28703,39486,75000,102001,90526,205704,205012,8047,8739,13.4,18.5,35.1,47.7,42.4,96.2,95.9,3.8,4.1,14,15.5,23.6,24.5,8.2,6.9,14.9,12.3
6/19/2012,211018,28961,40265,72386,101594,89779,202940,202430,8078,8588,13.7,19.1,34.3,48.1,42.5,96.2,95.9,3.8,4.1,13.7,15,23.2,24.1,8.2,7.2,14.9,12.2
6/12/2012,216169,28410,40330,73181,106773,94197,208364,207708,7805,8461,13.1,18.7,33.9,49.4,43.6,96.4,96.1,3.6,3.9,13.2,14.9,23.1,24.3,8.1,7.4,14.6,12.2
6/5/2012,246042,28340,39161,98294,111558,99769,238192,237224,7850,8818,11.5,15.9,40,45.3,40.5,96.8,96.4,3.2,3.6,13,14.5,23.7,24.9,6.9,7.1,12.7,11.3
5/29/2012,229971,29018,38845,86589,106575,95460,222182,220895,7789,9076,12.6,16.9,37.7,46.3,41.5,96.6,96.1,3.4,3.9,12.8,14.4,23.3,24.9,7.6,7.7,13.9,12.3
5/22/2012,222621,31322,37677,80199,104066,96855,215587,214730,7033,7891,14.1,16.9,36,46.7,43.5,96.8,96.5,3.2,3.5,12,13.8,22.6,24.3,8,7.8,14.4,12.5
5/15/2012,216497,30612,38074,76371,102860,95123,209843,209567,6653,6930,14.1,17.6,35.3,47.5,43.9,96.9,96.8,3.1,3.2,12,13.9,22.2,24.1,8,8,14.7,13
5/8/2012,219299,30700,41142,77634,104540,93333,212874,212109,6424,7190,14,18.8,35.4,47.7,42.6,97.1,96.7,2.9,3.3,11.8,13.5,22,23.6,7.9,8,14.3,13.1
5/1/2012,210953,31528,39802,70387,101414,92942,203329,203131,7624,7823,14.9,18.9,33.4,48.1,44.1,96.4,96.3,3.6,3.7,11.6,14,21.5,24.2,8.3,8.5,15.1,13.6
4/24/2012,209539,31590,40296,68071,102610,93465,202270,201832,7269,7707,15.1,19.2,32.5,49,44.6,96.5,96.3,3.5,3.7,11.5,14.6,21.8,24.9,8.5,8.5,14.9,13.9
4/17/2012,206422,28921,40743,67317,103036,90797,199274,198857,7148,7564,14,19.7,32.6,49.9,44,96.5,96.3,3.5,3.7,11.8,15.1,22,25.4,8.7,8.7,15.4,14.1
4/10/2012,232974,32406,40264,81165,111640,103151,225211,224580,7764,8394,13.9,17.3,34.8,47.9,44.3,96.7,96.4,3.3,3.6,13,14.8,23.1,25.1,7.6,7.4,13.6,11.9
4/3/2012,229551,31436,38533,80868,108812,100836,221117,220237,8435,9314,13.7,16.8,35.2,47.4,43.9,96.3,95.9,3.7,4.1,12.7,14.5,23,24.8,7.8,7,14,11.4
3/27/2012,224024,31612,40167,76908,106994,97317,215514,214391,8510,9633,14.1,17.9,34.3,47.8,43.4,96.2,95.7,3.8,4.3,12.4,14.4,22.6,24.4,8.2,6.9,14.5,11.6
3/20/2012,220422,31004,41224,75638,104680,93302,211322,210164,9099,10258,14.1,18.7,34.3,47.5,42.3,95.9,95.3,4.1,4.7,13,14.5,23,24.2,8.3,7.1,14.5,11.3
3/13/2012,206471,30001,38720,69023,98256,88969,197280,196712,9191,9759,14.5,18.8,33.4,47.6,43.1,95.5,95.3,4.5,4.7,13.4,14.9,23.7,24,8.3,6.8,14.9,10.9
3/6/2012,192783,31389,36874,60162,92345,85871,183896,182907,8887,9876,16.3,19.1,31.2,47.9,44.5,95.4,94.9,4.6,5.1,13.1,14.6,24.1,23.2,8.8,7.4,16.7,11.7
2/28/2012,181316,31569,35218,52761,88206,84023,172536,172002,8780,9315,17.4,19.4,29.1,48.6,46.3,95.2,94.9,4.8,5.1,13.3,14.6,23.8,23.4,9.3,7.5,17.4,12.1
2/21/2012,169846,29301,32966,46409,86544,82475,162255,161851,7591,7995,17.3,19.4,27.3,51,48.6,95.5,95.3,4.5,4.7,13,14.2,23.5,23,10,7.9,18.4,12.7
2/14/2012,166735,28901,30293,43792,86795,84331,159488,158416,7248,8320,17.3,18.2,26.3,52.1,50.6,95.7,95,4.3,5,14.2,15.4,24.5,24,10.1,7,18.5,11.9
2/7/2012,188834,32927,27042,59429,88156,93123,180512,179594,8322,9240,17.4,14.3,31.5,46.7,49.3,95.6,95.1,4.4,4.9,12.9,14.7,23.8,23.8,8.7,6.2,15.6,10.5
1/31/2012,173674,28542,25036,53509,83442,85633,165492,164178,8182,9497,16.4,14.4,30.8,48,49.3,95.3,94.5,4.7,5.5,13.8,13,24.9,22.6,9.3,6.3,17.2,11
1/24/2012,163122,27749,21816,48057,80116,84793,155923,154667,7199,8455,17,13.4,29.5,49.1,52,95.6,94.8,4.4,5.2,13.7,13.3,24.8,23,9.9,7,18.5,11.9
1/17/2012,157559,27951,19390,46877,75479,82676,150307,148942,7252,8617,17.7,12.3,29.8,47.9,52.5,95.4,94.5,4.6,5.5,12.5,12.9,24.1,21.9,10.3,7.3,18.8,12.4
1/10/2012,156954,26528,23140,47281,76990,78499,150800,148920,6154,8034,16.9,14.7,30.1,49.1,50,96.1,94.9,3.9,5.1,12.7,13.3,23.7,21.5,10.1,7.2,18.4,12.5
1/3/2012,145784,23262,19728,43494,72579,74025,139334,137246,6450,8538,16,13.5,29.8,49.8,50.8,95.6,94.1,4.4,5.9,12.8,13.5,23.6,21.6,10.9,7.4,19.1,13.1
12/27/2011,143559,21738,21655,42125,73640,71849,137504,135629,6055,7930,15.1,15.1,29.3,51.3,50,95.8,94.5,4.2,5.5,12.5,13.8,23.7,21.7,11.3,8.6,19.4,14.3
12/20/2011,142015,21356,21259,41601,73352,70788,136309,133648,5706,8367,15,15,29.3,51.7,49.8,96,94.1,4,5.9,12.7,13.9,24.1,22.3,11.5,8.5,19.8,13.8
12/13/2011,140236,22722,20388,39711,71423,72097,133856,132196,6379,8040,16.2,14.5,28.3,50.9,51.4,95.5,94.3,4.5,5.7,12.5,13.9,23.9,23,11.7,8.5,20.1,13.6
12/6/2011,140274,26280,15323,39986,67915,77825,134181,133134,6093,7140,18.7,10.9,28.5,48.4,55.5,95.7,94.9,4.3,5.1,13.5,15.7,25.2,25.1,11.7,9.2,21.5,14.5
11/29/2011,138240,23268,15281,37537,71762,78173,132567,130991,5673,7249,16.8,11.1,27.2,51.9,56.5,95.9,94.8,4.1,5.2,13.4,15.7,25.4,25.2,12.2,9.5,21.5,14.8
11/22/2011,134383,21870,13582,36663,71434,78357,129967,128602,4416,5782,16.3,10.1,27.3,53.2,58.3,96.7,95.7,3.3,4.3,14.3,16.1,26.9,25.6,12.8,9.9,21.8,15.6
11/15/2011,142985,21615,14090,38863,76786,82559,137264,135512,5720,7472,15.1,9.9,27.2,53.7,57.7,96,94.8,4,5.2,15.4,18,27.7,27.8,12,9.1,20.5,14.5
11/8/2011,177744,19534,16728,55295,91778,92227,166607,164250,11137,13495,11,9.4,31.1,51.6,51.9,93.7,92.4,6.3,7.6,17.3,18.1,28.5,29.2,9.8,6.6,16.7,11.1
11/1/2011,189177,19467,16512,67740,95067,97677,182274,181929,6903,7248,10.3,8.7,35.8,50.3,51.6,96.4,96.2,3.6,3.8,17.6,19.1,28.3,30.1,9.4,7.2,16,11.4
10/25/2011,188901,21936,14859,67121,93663,100789,182719,182770,6182,6131,11.6,7.9,35.5,49.6,53.4,96.7,96.8,3.3,3.2,19.3,19.4,29.9,30.3,9.6,6.9,16.3,11.2
10/18/2011,186240,19740,18789,64873,94582,94630,179194,178292,7046,7948,10.6,10.1,34.8,50.8,50.8,96.2,95.7,3.8,4.3,19.8,18.9,30.2,28.9,9.8,6.7,16.6,11
10/11/2011,197371,19045,20338,79656,92730,90680,191431,190674,5940,6696,9.6,10.3,40.4,47,45.9,97,96.6,3,3.4,17.9,18.2,28.3,28.6,9.5,6.1,15.9,10.3
10/4/2011,195733,19535,16886,78064,92942,94942,190541,189891,5191,5841,10,8.6,39.9,47.5,48.5,97.3,97,2.7,3,18.7,19.2,28.6,29.7,9.5,6.3,15.9,10.3
9/27/2011,189170,21735,17368,68752,93259,97461,183746,183581,5424,5589,11.5,9.2,36.3,49.3,51.5,97.1,97,2.9,3,19.8,18.7,30.1,28.4,9.6,7,16.4,11.8
9/20/2011,177673,29608,14246,57022,84577,101502,171207,172770,6466,4903,16.7,8,32.1,47.6,57.1,96.4,97.2,3.6,2.8,19.9,18.9,30.1,28.6,10.4,8.9,17.1,14
9/13/2011,175913,32108,13318,54271,82108,103002,168487,170590,7426,5322,18.3,7.6,30.9,46.7,58.6,95.8,97,4.2,3,20.6,19.6,30.8,29.4,10.7,8.8,17.4,13.9
9/6/2011,180157,33342,13060,58103,80841,102994,172286,174158,7871,5999,18.5,7.2,32.3,44.9,57.2,95.6,96.7,4.4,3.3,18.3,18.1,28.3,27.6,9.9,8.1,16.9,12.9
8/30/2011,173288,28204,12869,57474,80191,97858,165869,168200,7419,5087,16.3,7.4,33.2,46.3,56.5,95.7,97.1,4.3,2.9,21.7,20.3,31.8,30,10.3,8.3,17.7,13.1
8/23/2011,160223,24334,17033,47924,80393,89264,152650,154221,7573,6003,15.2,10.6,29.9,50.2,55.7,95.3,96.3,4.7,3.7,22.1,19.3,32.7,29.2,11.7,8.3,20,14.3
8/16/2011,154795,21518,21116,40650,83993,85062,146162,146827,8633,7967,13.9,13.6,26.3,54.3,55,94.4,94.9,5.6,5.1,20.9,17.7,31.6,28.1,12,9.3,20.6,15.4
8/9/2011,176344,19961,23666,54075,94002,89532,168038,167273,8306,9071,11.3,13.4,30.7,53.3,50.8,95.3,94.9,4.7,5.1,19.2,16.7,29.6,26.1,10.2,8.4,17.8,13.4
8/2/2011,174859,19659,23335,54079,93006,89271,166743,166685,8116,8174,11.2,13.3,30.9,53.2,51.1,95.4,95.3,4.6,4.7,18.7,16,29.6,24.9,11.2,8.1,18.9,13.5
7/26/2011,168512,18561,21203,52941,88997,86763,160499,160908,8013,7604,11,12.6,31.4,52.8,51.5,95.2,95.5,4.8,4.5,18.9,16.1,30.1,25.5,11.6,7.9,19.6,13.3
7/19/2011,166801,19457,19509,47798,91428,92883,158682,160190,8119,6611,11.7,11.7,28.7,54.8,55.7,95.1,96,4.9,4,20.2,16.2,31.7,26.9,11.6,8.3,19.7,13.8
7/12/2011,160645,20740,15320,44902,87601,93923,153243,154144,7402,6501,12.9,9.5,28,54.5,58.5,95.4,96,4.6,4,20.2,15.5,31.8,26.8,12.9,8.9,21.4,15.4
7/5/2011,163194,21075,13917,46016,88330,95865,155422,155798,7772,7396,12.9,8.5,28.2,54.1,58.7,95.2,95.5,4.8,4.5,20.3,15.9,32.2,27.1,12.3,9.5,20.8,16.2
6/28/2011,161074,19550,16800,45476,89123,91290,154148,153566,6927,7508,12.1,10.4,28.2,55.3,56.7,95.7,95.3,4.3,4.7,19.4,16.1,31.1,26.6,11.9,8.9,20,14.6
6/21/2011,160580,19517,16832,44802,88735,90685,153053,152319,7526,8261,12.2,10.5,27.9,55.3,56.5,95.3,94.9,4.7,5.1,19.1,14.9,30.8,24.8,12.4,9.1,21.2,14.4
6/14/2011,151164,24479,11994,39360,79921,93910,143759,145263,7405,5901,16.2,7.9,26,52.9,62.1,95.1,96.1,4.9,3.9,16.8,14.7,29,26,12.8,10.9,21.1,17.5
6/7/2011,176030,25053,13816,53898,88782,100753,167733,168468,8297,7562,14.2,7.8,30.6,50.4,57.2,95.3,95.7,4.7,4.3,16.5,15.6,27.6,26.2,11.1,9.4,18.3,14.7
5/31/2011,174422,26295,11976,53720,85258,101298,165273,166994,9148,7427,15.1,6.9,30.8,48.9,58.1,94.8,95.7,5.2,4.3,14.6,14.9,26.2,25.9,11.4,9.7,18.9,14.9
5/24/2011,175594,25674,12870,52518,88108,101959,166300,167347,9294,8247,14.6,7.3,29.9,50.2,58.1,94.7,95.3,5.3,4.7,14.9,15.1,26.5,26.2,11.5,9.7,19.2,14.9
5/17/2011,170435,29474,11689,48482,84798,104691,162754,164862,7681,5572,17.3,6.9,28.4,49.8,61.4,95.5,96.7,4.5,3.3,14.5,15.6,26.4,27.2,11.8,10.1,19.6,15.6
5/10/2011,176666,38088,10225,48450,80904,111636,167443,170312,9223,6354,21.6,5.8,27.4,45.8,63.2,94.8,96.4,5.2,3.6,14.1,17.3,25.2,28.7,11.7,11.1,19.9,17.3
5/3/2011,183066,43340,8705,48760,80919,119759,173019,177224,10047,5842,23.7,4.8,26.6,44.2,65.4,94.5,96.8,5.5,3.2,14.5,18.4,25.6,30.2,11.5,11.4,19.5,17.7
4/26/2011,173862,42260,6881,43092,79322,118919,164674,168892,9188,4970,24.3,4,24.8,45.6,68.4,94.7,97.1,5.3,2.9,14.3,18.9,25.6,31.5,11.8,11.8,20,18.5
4/19/2011,172023,41075,5782,41633,80474,119253,163182,166667,8841,5355,23.9,3.4,24.2,46.8,69.3,94.9,96.9,5.1,3.1,14.5,18.8,26,31.8,12.1,11.8,20,18.2
4/12/2011,170392,35456,6084,39961,86387,118170,161805,164215,8588,6177,20.8,3.6,23.5,50.7,69.4,95,96.4,5,3.6,16.2,18.9,29,30.4,12.4,11.1,20.2,17.4
4/5/2011,191684,33239,7395,60019,90640,118956,183899,186371,7785,5313,17.3,3.9,31.3,47.3,62.1,95.9,97.2,4.1,2.8,17.6,18.4,28.7,30,11.2,9.8,17.9,15.1
3/29/2011,183884,31637,6919,55123,87751,115376,174511,177419,9372,6465,17.2,3.8,30,47.7,62.7,94.9,96.5,5.1,3.5,17.9,18.6,29.3,30.6,11.9,10,18.7,15.8
3/22/2011,183547,34536,6419,52371,86627,117992,173534,176781,10013,6766,18.8,3.5,28.5,47.2,64.3,94.5,96.3,5.5,3.7,18.2,19.2,29.4,30.8,11.7,10.1,18.8,15.8
3/15/2011,182386,34093,6967,49722,87919,117915,171733,174604,10652,7781,18.7,3.8,27.3,48.2,64.7,94.2,95.7,5.8,4.3,18.5,18.8,29.6,30.5,11.6,10.1,18.8,15.9
3/8/2011,194354,42690,7756,53025,87629,126578,183345,187359,11010,6996,22,4,27.3,45.1,65.1,94.3,96.4,5.7,3.6,17.9,19.1,28.8,31.3,11,10.1,18.4,15.7
3/1/2011,179023,40098,6959,47643,82504,119207,170246,173809,8778,5214,22.4,3.9,26.6,46.1,66.6,95.1,97.1,4.9,2.9,17.7,18.5,28.9,30.6,11.6,10.6,19.5,16.6
2/22/2011,184523,45121,5964,45760,84931,127543,175813,179267,8711,5256,24.5,3.2,24.8,46,69.1,95.3,97.2,4.7,2.8,17.7,19.3,28.4,31.6,11.1,10.8,18.9,17.2
2/15/2011,178996,44687,5309,39558,84975,127982,169221,172849,9776,6147,25,3,22.1,47.5,71.5,94.5,96.6,5.5,3.4,18,19.1,28.9,31.5,11.4,11.7,19.2,17.9
2/8/2011,227003,43212,5736,69472,102816,144397,215500,219605,11503,7398,19,2.5,30.6,45.3,63.6,94.9,96.7,5.1,3.3,20.6,21.1,30.4,31.7,8.8,8.9,14.7,13.7
2/1/2011,220330,45316,5897,68590,97749,141091,211655,215577,8675,4753,20.6,2.7,31.1,44.4,64,96.1,97.8,3.9,2.2,20.9,21.6,30.3,31.8,8.9,9.2,14.8,14.2
1/25/2011,203504,39889,5375,59339,94814,131972,194042,196685,9462,6819,19.6,2.6,29.2,46.6,64.8,95.4,96.6,4.6,3.4,21.6,21.6,30.8,31.7,9.5,9.2,15.6,14.6
1/18/2011,205365,44697,5246,58015,91589,134314,194302,197576,11063,7790,21.8,2.6,28.2,44.6,65.4,94.6,96.2,5.4,3.8,21.1,21.4,30.2,31.2,9.5,9.2,15.7,14.9
1/11/2011,203246,46844,5280,59257,86996,131421,193097,195958,10149,7288,23,2.6,29.2,42.8,64.7,95,96.4,5,3.6,19.4,20.2,29.4,30,10.8,9.4,17.1,15.3
1/4/2011,205615,44643,5109,59984,91205,133627,195831,198720,9784,6895,21.7,2.5,29.2,44.4,65,95.2,96.6,4.8,3.4,18.7,19.7,30.2,30.2,12.6,9.6,19.3,16.1
12/28/2010,206312,44772,4906,60802,91585,134720,197159,200429,9152,5883,21.7,2.4,29.5,44.4,65.3,95.6,97.1,4.4,2.9,19,19.8,30.6,30.4,12.5,9.5,19.2,16
12/21/2010,202098,45114,5465,57144,89967,132790,192225,195400,9872,6698,22.3,2.7,28.3,44.5,65.7,95.1,96.7,4.9,3.3,19.3,19.9,31,30.5,12.7,9.5,19.3,16.2
12/14/2010,185357,44215,6006,46799,84892,126218,175906,179023,9451,6335,23.9,3.2,25.2,45.8,68.1,94.9,96.6,5.1,3.4,19.2,19.6,31.2,30.1,13.5,10.5,20.6,17.4
12/7/2010,180501,42229,5756,46157,83489,122695,171875,174608,8626,5893,23.4,3.2,25.6,46.3,68,95.2,96.7,4.8,3.3,19.7,20,32,30.5,13.8,10.6,21,18.1
11/30/2010,175803,40337,6986,44520,83507,118730,168365,170236,7438,5567,22.9,4,25.3,47.5,67.5,95.8,96.8,4.2,3.2,20,19.2,32.7,29.5,14.3,10.8,21.7,18.1
11/23/2010,180798,42229,7040,45609,85200,122264,173037,174912,7761,5886,23.4,3.9,25.2,47.1,67.6,95.7,96.7,4.3,3.3,19.6,18.8,32.3,29.3,14.2,10.8,21.8,18.2
11/16/2010,180253,41525,6841,46203,86204,122795,173932,175839,6321,4413,23,3.8,25.6,47.8,68.1,96.5,97.6,3.5,2.4,19.8,19.4,32.4,30.7,14.2,11.3,22.1,18.3
11/9/2010,237617,51450,7565,79859,98096,144814,229404,232238,8212,5379,21.7,3.2,33.6,41.3,60.9,96.5,97.7,3.5,2.3,19.5,19.8,30.8,31.1,10.9,9.1,17.9,15
11/2/2010,222883,51230,8237,71399,90018,135727,212648,215363,10235,7520,23,3.7,32,40.4,60.9,95.4,96.6,4.6,3.4,19.7,20.5,30.9,30.4,11.4,9.4,18.7,15.8
10/26/2010,225783,52132,9762,74128,89527,133974,215786,217863,9997,7920,23.1,4.3,32.8,39.7,59.3,95.6,96.5,4.4,3.5,20.3,20.6,30.9,30.2,11.1,9.4,18.1,15.7
